lat,lng,competitor_count_1km,area_store_density_3km,competition_ratio,is_high_competition,log_reviews,rating
12.905545500000002,77.6528211999999,1,13,0.07142857142857142,0,3.020127355638707,4.05
12.905545500000002,77.6578211999999,0,10,0.0,0,3.020127355638707,4.05
12.905545500000002,77.6628211999999,0,2,0.0,0,3.020127355638707,4.05
12.905545500000002,77.66782119999989,0,2,0.0,0,3.020127355638707,4.05
12.905545500000002,77.67282119999989,0,2,0.0,0,3.020127355638707,4.05
12.905545500000002,77.67782119999988,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.68282119999988,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.68782119999987,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.69282119999987,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.69782119999986,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.70282119999986,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.70782119999986,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.71282119999985,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.71782119999985,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.72282119999984,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.72782119999984,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.73282119999983,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.73782119999983,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.74282119999982,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.74782119999982,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.75282119999981,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.75782119999981,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.7628211999998,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.7678211999998,0,0,0.0,0,3.020127355638707,4.05
12.905545500000002,77.7728211999998,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.5478212,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.5528212,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.55782119999999,0,0,0.0,0,3.020127355638707,4.05
12.910545500000003,77.56282119999999,0,1,0.0,0,3.020127355638707,4.05
12.910545500000003,77.56782119999998,0,3,0.0,0,3.020127355638707,4.05
12.910545500000003,77.57282119999998,0,7,0.0,0,3.020127355638707,4.05
12.910545500000003,77.57782119999997,0,18,0.0,0,3.020127355638707,4.05
12.910545500000003,77.58282119999997,0,28,0.0,0,3.020127355638707,4.05
12.910545500000003,77.58782119999996,3,42,0.06976744186046512,0,3.020127355638707,4.05
12.910545500000003,77.59282119999996,5,52,0.09433962264150944,0,3.020127355638707,4.05
12.910545500000003,77.59782119999996,16,61,0.25806451612903225,1,3.020127355638707,4.05
12.910545500000003,77.60282119999995,18,65,0.2727272727272727,1,3.020127355638707,4.05
12.910545500000003,77.60782119999995,21,71,0.2916666666666667,1,3.020127355638707,4.05
12.910545500000003,77.61282119999994,15,83,0.17857142857142858,1,3.020127355638707,4.05
12.910545500000003,77.61782119999994,13,88,0.14606741573033707,1,3.020127355638707,4.05
12.910545500000003,77.62282119999993,9,89,0.1,0,3.020127355638707,4.05
